state,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
Daman and Diu,MCA,PG,2018-19,,,,,0,,
Daman and Diu,MCA,PG,2019-20,,,,,0,,
Daman and Diu,MCA,PG,2020-21,,,,,0,,
Daman and Diu,MCA,PG,2021-22,,,,,0,,
Daman and Diu,MCA,PG,2022-23,,,,,0,,
Daman and Diu,Pharmacy,UG,2012-13,,,,,0,,
Daman and Diu,Pharmacy,UG,2013-14,,,,,0,,
Daman and Diu,Pharmacy,UG,2014-15,,,,,0,,
Daman and Diu,Pharmacy,UG,2015-16,,,,,0,,
Daman and Diu,Pharmacy,UG,2016-17,,,,,0,,
Daman and Diu,Pharmacy,UG,2017-18,,,,,0,,
Daman and Diu,Pharmacy,UG,2018-19,,,,,0,,
Daman and Diu,Pharmacy,UG,2019-20,,,,,0,,
Daman and Diu,Pharmacy,UG,2020-21,,,,,0,,
Daman and Diu,Pharmacy,UG,2021-22,,,,,0,,
Daman and Diu,Pharmacy,UG,2022-23,,,,,0,,
Daman and Diu,Architecture,UG,2012-13,,,,,0,,
Daman and Diu,Architecture,UG,2013-14,,,,,0,,
Daman and Diu,Architecture,UG,2014-15,,,,,0,,
Daman and Diu,Architecture,UG,2015-16,,,,,0,,
Daman and Diu,Architecture,UG,2016-17,,,,,0,,
Daman and Diu,Architecture,UG,2017-18,,,,,0,,
Daman and Diu,Architecture,UG,2018-19,,,,,0,,
Daman and Diu,Architecture,UG,2019-20,,,,,0,,
Daman and Diu,Architecture,UG,2020-21,,,,,0,,
Daman and Diu,Architecture,UG,2021-22,,,,,0,,
Daman and Diu,Architecture,UG,2022-23,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2012-13,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2013-14,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2014-15,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2015-16,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2016-17,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2017-18,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2018-19,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2019-20,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2020-21,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2021-22,,,,,0,,
Daman and Diu,Hotel Management and Catering,UG,2022-23,,,,,0,,
Delhi,Engineering and Technology,UG,2012-13,7532,7252,5041,2482,18,,
Delhi,Engineering and Technology,UG,2013-14,9007,7116,5321,3019,18,,
Delhi,Engineering and Technology,UG,2014-15,8965,7795,5995,4152,16,,
Delhi,Engineering and Technology,UG,2015-16,9265,8701,7578,4942,18,,
Delhi,Engineering and Technology,UG,2016-17,8455,8093,6253,3532,16,,
Delhi,Engineering and Technology,UG,2017-18,9195,7798,6560,3411,18,,
Delhi,Engineering and Technology,UG,2018-19,9098,6972,6069,4201,17,,
Delhi,Engineering and Technology,UG,2019-20,9698,7625,4324,5498,17,,
Delhi,Engineering and Technology,UG,2020-21,10209,7285,1834,5006,17,,
Delhi,Engineering and Technology,UG,2021-22,11361,9037,2882,5795,17,1855,6947
Delhi,Engineering and Technology,UG,2022-23,12384,1382,0,989,21,,
Delhi,Engineering and Technology,PG,2012-13,1326,606,289,86,9,,
Delhi,Engineering and Technology,PG,2013-14,1750,733,256,86,9,,
Delhi,Engineering and Technology,PG,2014-15,1558,794,338,96,9,,
Delhi,Engineering and Technology,PG,2015-16,1586,735,657,214,9,,
Delhi,Engineering and Technology,PG,2016-17,1514,701,529,107,8,,
Delhi,Engineering and Technology,PG,2017-18,1536,731,502,165,8,,
Delhi,Engineering and Technology,PG,2018-19,1608,716,665,230,8,,
Delhi,Engineering and Technology,PG,2019-20,1809,896,360,413,10,,
Delhi,Engineering and Technology,PG,2020-21,1842,820,340,537,10,,
Delhi,Engineering and Technology,PG,2021-22,2073,658,445,609,11,229,429
Delhi,Engineering and Technology,PG,2022-23,2154,0,0,0,12,,
Delhi,Engineering and Technology,DIPLOMA,2012-13,3960,3767,2270,1340,14,,
Delhi,Engineering and Technology,DIPLOMA,2013-14,5160,4985,2826,1585,17,,
Delhi,Engineering and Technology,DIPLOMA,2014-15,5220,5108,3051,1665,17,,
Delhi,Engineering and Technology,DIPLOMA,2015-16,5220,5059,3705,1639,17,,
Delhi,Engineering and Technology,DIPLOMA,2016-17,4715,4668,2996,1411,16,,
Delhi,Engineering and Technology,DIPLOMA,2017-18,4685,4574,3282,1253,15,,
Delhi,Engineering and Technology,DIPLOMA,2018-19,5105,4879,3423,1774,16,,
Delhi,Engineering and Technology,DIPLOMA,2019-20,5015,4971,3397,1584,16,,
Delhi,Engineering and Technology,DIPLOMA,2020-21,4965,4313,111,1545,15,,
Delhi,Engineering and Technology,DIPLOMA,2021-22,5146,3353,1971,1627,16,575,2195
Delhi,Engineering and Technology,DIPLOMA,2022-23,4788,156,0,129,16,,
Delhi,Management,PG,2012-13,10193,6237,4876,3135,39,,
Delhi,Management,PG,2013-14,10464,6318,4675,3913,42,,
Delhi,Management,PG,2014-15,10799,6078,5155,4267,42,,
Delhi,Management,PG,2015-16,10109,6351,4987,3959,42,,
Delhi,Management,PG,2016-17,10076,6418,5852,3841,41,,
Delhi,Management,PG,2017-18,9956,6684,5169,4090,41,,
Delhi,Management,PG,2018-19,10166,5743,4920,4315,41,,
Delhi,Management,PG,2019-20,8167,4470,4719,4136,41,,
Delhi,Management,PG,2020-21,8587,4705,1139,3220,44,,
Delhi,Management,PG,2021-22,8817,3665,2734,3753,42,1485,2180
Delhi,Management,PG,2022-23,8981,281,0,346,43,,
Delhi,MCA,PG,2012-13,1470,1131,1041,734,20,,
Delhi,MCA,PG,2013-14,1710,1135,1114,791,20,,
Delhi,MCA,PG,2014-15,1530,1021,1056,721,19,,
Delhi,MCA,PG,2015-16,1410,923,1039,818,17,,
Delhi,MCA,PG,2016-17,1290,799,944,701,16,,
Delhi,MCA,PG,2017-18,1080,705,785,529,14,,
Delhi,MCA,PG,2018-19,1080,727,704,534,14,,
Delhi,MCA,PG,2019-20,961,347,644,446,14,,
Delhi,MCA,PG,2020-21,878,681,0,382,14,,
Delhi,MCA,PG,2021-22,788,675,328,464,12,251,424
Delhi,MCA,PG,2022-23,841,120,0,197,12,,
Delhi,Pharmacy,UG,2012-13,240,159,171,84,3,,
Delhi,Pharmacy,UG,2013-14,180,155,168,65,2,,
Delhi,Pharmacy,UG,2014-15,180,165,167,52,2,,
Delhi,Pharmacy,UG,2015-16,180,168,170,98,2,,
Delhi,Pharmacy,UG,2016-17,180,164,171,24,2,,
Delhi,Pharmacy,UG,2017-18,180,177,176,36,2,,
Delhi,Pharmacy,UG,2018-19,240,240,170,84,3,,
Delhi,Pharmacy,UG,2019-20,240,239,180,116,3,,
Delhi,Pharmacy,UG,2020-21,240,242,0,47,3,,
Delhi,Pharmacy,UG,2021-22,240,289,186,80,3,147,132
Delhi,Pharmacy,UG,2022-23,180,0,0,0,3,,
Delhi,Architecture,UG,2012-13,,,,,0,,
Delhi,Architecture,UG,2013-14,,,,,0,,
Delhi,Architecture,UG,2014-15,,,,,0,,
Delhi,Architecture,UG,2015-16,260,180,72,60,3,,
Delhi,Architecture,UG,2016-17,260,172,112,80,3,,
Delhi,Architecture,UG,2017-18,260,171,173,143,3,,
Delhi,Architecture,UG,2018-19,180,171,116,146,2,,
Delhi,Architecture,UG,2019-20,,,,,0,,
Delhi,Architecture,UG,2020-21,,,,,0,,
Delhi,Architecture,UG,2021-22,,,,,0,,
Delhi,Architecture,UG,2022-23,,,,,0,,
Delhi,Hotel Management and Catering,UG,2012-13,120,119,89,81,1,,
Delhi,Hotel Management and Catering,UG,2013-14,120,121,91,77,1,,
Delhi,Hotel Management and Catering,UG,2014-15,120,120,89,75,1,,
Delhi,Hotel Management and Catering,UG,2015-16,120,120,90,81,1,,
Delhi,Hotel Management and Catering,UG,2016-17,120,119,98,70,1,,
Delhi,Hotel Management and Catering,UG,2017-18,120,120,69,69,1,,
Delhi,Hotel Management and Catering,UG,2018-19,120,121,87,87,1,,
Delhi,Hotel Management and Catering,UG,2019-20,120,117,98,98,1,,
Delhi,Hotel Management and Catering,UG,2020-21,120,117,0,99,1,,
Delhi,Hotel Management and Catering,UG,2021-22,120,96,0,108,1,25,71
Delhi,Hotel Management and Catering,UG,2022-23,120,0,0,0,1,,
Goa,Engineering and Technology,UG,2012-13,1260,1214,816,246,5,,
Goa,Engineering and Technology,UG,2013-14,1260,1067,920,348,5,,
Goa,Engineering and Technology,UG,2014-15,1260,1022,1135,554,5,,
Goa,Engineering and Technology,UG,2015-16,1260,1226,1147,536,5,,
Goa,Engineering and Technology,UG,2016-17,1260,1225,1013,331,5,,
Goa,Engineering and Technology,UG,2017-18,1260,1187,868,298,5,,
Goa,Engineering and Technology,UG,2018-19,1320,1103,1067,425,5,,
Goa,Engineering and Technology,UG,2019-20,1440,1091,812,422,5,,
Goa,Engineering and Technology,UG,2020-21,1380,970,632,513,5,,
Goa,Engineering and Technology,UG,2021-22,1350,668,1163,614,5,146,497
Goa,Engineering and Technology,UG,2022-23,1380,0,0,0,5,,
Goa,Engineering and Technology,PG,2012-13,120,107,69,0,2,,
Goa,Engineering and Technology,PG,2013-14,138,121,73,3,2,,
Goa,Engineering and Technology,PG,2014-15,138,110,94,4,2,,
Goa,Engineering and Technology,PG,2015-16,156,122,87,7,2,,
Goa,Engineering and Technology,PG,2016-17,174,118,99,2,2,,
Goa,Engineering and Technology,PG,2017-18,174,104,93,2,2,,
Goa,Engineering and Technology,PG,2018-19,174,79,86,5,2,,
Goa,Engineering and Technology,PG,2019-20,174,69,3,1,2,,
Goa,Engineering and Technology,PG,2020-21,174,64,73,0,2,,
Goa,Engineering and Technology,PG,2021-22,174,0,57,7,2,0,0
Goa,Engineering and Technology,PG,2022-23,174,0,0,0,2,,
Goa,Engineering and Technology,DIPLOMA,2012-13,1060,893,670,285,5,,
Goa,Engineering and Technology,DIPLOMA,2013-14,1895,1759,1511,243,6,,
Goa,Engineering and Technology,DIPLOMA,2014-15,2795,2617,2384,309,6,,
Goa,Engineering and Technology,DIPLOMA,2015-16,2795,2652,2323,363,6,,
Goa,Engineering and Technology,DIPLOMA,2016-17,2795,2665,2244,255,6,,
Goa,Engineering and Technology,DIPLOMA,2017-18,2795,2631,2316,2054,6,,
Goa,Engineering and Technology,DIPLOMA,2018-19,2755,2582,2281,2065,6,,
Goa,Engineering and Technology,DIPLOMA,2019-20,2731,2506,2418,2008,6,,
Goa,Engineering and Technology,DIPLOMA,2020-21,2743,2357,266,1973,6,,
Goa,Engineering and Technology,DIPLOMA,2021-22,2743,2420,819,385,6,45,2232
Goa,Engineering and Technology,DIPLOMA,2022-23,3243,0,0,2235,6,,
Goa,Management,PG,2012-13,300,290,282,214,1,,
Goa,Management,PG,2013-14,360,339,279,219,1,,
Goa,Management,PG,2014-15,360,316,327,277,1,,
Goa,Management,PG,2015-16,360,294,300,254,1,,
Goa,Management,PG,2016-17,360,312,300,258,1,,
Goa,Management,PG,2017-18,360,337,287,260,1,,
Goa,Management,PG,2018-19,420,392,322,288,1,,
Goa,Management,PG,2019-20,480,453,0,355,1,,
Goa,Management,PG,2020-21,560,484,0,310,1,,
Goa,Management,PG,2021-22,560,473,453,448,1,156,317
Goa,Management,PG,2022-23,560,0,0,0,1,,
Goa,MCA,PG,2012-13,,,,,0,,
Goa,MCA,PG,2013-14,,,,,0,,
Goa,MCA,PG,2014-15,,,,,0,,
Goa,MCA,PG,2015-16,,,,,0,,
Goa,MCA,PG,2016-17,,,,,0,,
Goa,MCA,PG,2017-18,,,,,0,,
Goa,MCA,PG,2018-19,,,,,0,,
Goa,MCA,PG,2019-20,,,,,0,,
Goa,MCA,PG,2020-21,,,,,0,,
Goa,MCA,PG,2021-22,,,,,0,,
Goa,MCA,PG,2022-23,,,,,0,,
Goa,Pharmacy,UG,2012-13,120,123,139,45,2,,
Goa,Pharmacy,UG,2013-14,120,125,135,55,2,,
Goa,Pharmacy,UG,2014-15,120,120,130,69,2,,
Goa,Pharmacy,UG,2015-16,120,115,136,68,2,,
Goa,Pharmacy,UG,2016-17,120,120,122,50,2,,
Goa,Pharmacy,UG,2017-18,120,128,127,57,2,,
Goa,Pharmacy,UG,2018-19,120,124,138,61,2,,
Goa,Pharmacy,UG,2019-20,120,142,62,62,2,,
Goa,Pharmacy,UG,2020-21,160,139,0,36,2,,
Goa,Pharmacy,UG,2021-22,200,183,66,45,2,116,59
Goa,Pharmacy,UG,2022-23,200,0,0,0,2,,
Goa,Architecture,UG,2012-13,,,,,0,,
Goa,Architecture,UG,2013-14,,,,,0,,
Goa,Architecture,UG,2014-15,,,,,0,,
Goa,Architecture,UG,2015-16,,,,,0,,
Goa,Architecture,UG,2016-17,,,,,0,,
Goa,Architecture,UG,2017-18,,,,,0,,
Goa,Architecture,UG,2018-19,,,,,0,,
Goa,Architecture,UG,2019-20,,,,,0,,
Goa,Architecture,UG,2020-21,,,,,0,,
Goa,Architecture,UG,2021-22,,,,,0,,
Goa,Architecture,UG,2022-23,,,,,0,,
Goa,Hotel Management and Catering,UG,2012-13,,,,,0,,
Goa,Hotel Management and Catering,UG,2013-14,,,,,0,,
Goa,Hotel Management and Catering,UG,2014-15,,,,,0,,
Goa,Hotel Management and Catering,UG,2015-16,,,,,0,,
Goa,Hotel Management and Catering,UG,2016-17,,,,,0,,
Goa,Hotel Management and Catering,UG,2017-18,,,,,0,,
Goa,Hotel Management and Catering,UG,2018-19,,,,,0,,
Goa,Hotel Management and Catering,UG,2019-20,,,,,0,,
Goa,Hotel Management and Catering,UG,2020-21,,,,,0,,
Goa,Hotel Management and Catering,UG,2021-22,,,,,0,,
Goa,Hotel Management and Catering,UG,2022-23,,,,,0,,
Gujarat,Engineering and Technology,UG,2012-13,54349,45998,26483,5999,110,,
Gujarat,Engineering and Technology,UG,2013-14,60889,52146,31717,7234,110,,
Gujarat,Engineering and Technology,UG,2014-15,68989,47116,35266,8960,120,,
Gujarat,Engineering and Technology,UG,2015-16,69539,42496,41294,9860,123,,
Gujarat,Engineering and Technology,UG,2016-17,69221,37264,46461,10985,128,,
Gujarat,Engineering and Technology,UG,2017-18,68882,33578,48018,11481,131,,
Gujarat,Engineering and Technology,UG,2018-19,61556,28213,40708,12014,126,,
Gujarat,Engineering and Technology,UG,2019-20,57979,27840,37780,12101,127,,
Gujarat,Engineering and Technology,UG,2020-21,50265,24946,2067,10457,124,,
Gujarat,Engineering and Technology,UG,2021-22,46717,23900,21742,11709,119,3792,16351
Gujarat,Engineering and Technology,UG,2022-23,46006,621,0,2558,116,,
Gujarat,Engineering and Technology,PG,2012-13,4033,2974,1716,247,49,,
Gujarat,Engineering and Technology,PG,2013-14,5911,4235,2392,381,65,,
Gujarat,Engineering and Technology,PG,2014-15,6991,3831,2904,477,70,,
Gujarat,Engineering and Technology,PG,2015-16,6799,3360,3237,646,71,,
Gujarat,Engineering and Technology,PG,2016-17,6655,3007,2858,537,71,,
Gujarat,Engineering and Technology,PG,2017-18,6703,2706,2282,371,72,,
Gujarat,Engineering and Technology,PG,2018-19,5998,2328,1890,369,70,,
Gujarat,Engineering and Technology,PG,2019-20,5743,2364,1814,311,68,,
Gujarat,Engineering and Technology,PG,2020-21,5050,2570,104,393,64,,
Gujarat,Engineering and Technology,PG,2021-22,4754,1436,1219,353,63,381,1049
Gujarat,Engineering and Technology,PG,2022-23,4471,14,0,105,60,,
Gujarat,Engineering and Technology,DIPLOMA,2012-13,58392,50989,20266,3444,106,,
Gujarat,Engineering and Technology,DIPLOMA,2013-14,67081,52561,21846,3943,125,,
Gujarat,Engineering and Technology,DIPLOMA,2014-15,73566,43507,21715,3786,138,,
Gujarat,Engineering and Technology,DIPLOMA,2015-16,71626,44717,25973,5125,136,,
Gujarat,Engineering and Technology,DIPLOMA,2016-17,69730,42454,24965,6053,135,,
Gujarat,Engineering and Technology,DIPLOMA,2017-18,68051,38964,23020,6610,135,,
Gujarat,Engineering and Technology,DIPLOMA,2018-19,67601,43951,19399,6047,136,,
Gujarat,Engineering and Technology,DIPLOMA,2019-20,64936,41298,20671,5841,141,,
Gujarat,Engineering and Technology,DIPLOMA,2020-21,56478,32740,2176,5321,139,,
Gujarat,Engineering and Technology,DIPLOMA,2021-22,53507,30697,14236,5055,133,4524,25467
Gujarat,Engineering and Technology,DIPLOMA,2022-23,54197,410,0,290,133,,
Gujarat,Management,PG,2012-13,16196,7575,5672,3580,133,,
Gujarat,Management,PG,2013-14,15663,7286,5471,3827,119,,
Gujarat,Management,PG,2014-15,14436,7266,5777,3788,108,,
Gujarat,Management,PG,2015-16,13475,7188,5814,3848,100,,
Gujarat,Management,PG,2016-17,12585,6653,5364,3555,93,,
Gujarat,Management,PG,2017-18,12335,7107,5676,3634,92,,
Gujarat,Management,PG,2018-19,11279,7601,5660,4083,92,,
Gujarat,Management,PG,2019-20,10550,8141,5528,4392,89,,
Gujarat,Management,PG,2020-21,10678,7857,554,3846,91,,
Gujarat,Management,PG,2021-22,10923,7207,4420,4121,93,3184,3993
Gujarat,Management,PG,2022-23,11050,771,0,971,89,,
Gujarat,MCA,PG,2012-13,7251,4238,2693,1457,74,,
Gujarat,MCA,PG,2013-14,7551,3198,3217,1604,71,,
Gujarat,MCA,PG,2014-15,7551,3267,4108,2091,67,,
Gujarat,MCA,PG,2015-16,7545,3131,3733,1938,67,,
Gujarat,MCA,PG,2016-17,6765,2942,3724,1822,61,,
Gujarat,MCA,PG,2017-18,6405,2322,2737,1728,57,,
Gujarat,MCA,PG,2018-19,5475,2207,2393,1468,55,,
Gujarat,MCA,PG,2019-20,4285,1950,1733,1320,54,,
Gujarat,MCA,PG,2020-21,4525,2621,361,1431,53,,
Gujarat,MCA,PG,2021-22,4150,1909,1620,1304,49,777,1082
Gujarat,MCA,PG,2022-23,4090,57,0,242,49,,
Gujarat,Pharmacy,UG,2012-13,6285,2137,2649,730,79,,
Gujarat,Pharmacy,UG,2013-14,5865,2004,2119,545,78,,
Gujarat,Pharmacy,UG,2014-15,5505,2611,1699,595,72,,
Gujarat,Pharmacy,UG,2015-16,5445,3377,1630,444,71,,
Gujarat,Pharmacy,UG,2016-17,5435,3579,1548,438,69,,
Gujarat,Pharmacy,UG,2017-18,5515,3926,1958,653,68,,
Gujarat,Pharmacy,UG,2018-19,4725,4052,2090,767,65,,
Gujarat,Pharmacy,UG,2019-20,4800,4069,1884,653,67,,
Gujarat,Pharmacy,UG,2020-21,4485,3578,240,670,60,,
Gujarat,Pharmacy,UG,2021-22,3725,3129,1853,918,48,1328,1716
Gujarat,Pharmacy,UG,2022-23,3745,239,0,221,47,,
Gujarat,Architecture,UG,2012-13,,,,,0,,
Gujarat,Architecture,UG,2013-14,,,,,0,,
Gujarat,Architecture,UG,2014-15,,,,,0,,
Gujarat,Architecture,UG,2015-16,940,503,37,0,9,,
Gujarat,Architecture,UG,2016-17,960,421,33,0,10,,
Gujarat,Architecture,UG,2017-18,960,304,120,0,11,,
Gujarat,Architecture,UG,2018-19,1080,399,252,75,13,,
Gujarat,Architecture,UG,2019-20,,,,,0,,
Gujarat,Architecture,UG,2020-21,,,,,0,,
Gujarat,Architecture,UG,2021-22,,,,,0,,
Gujarat,Architecture,UG,2022-23,,,,,0,,
Gujarat,Hotel Management and Catering,UG,2012-13,120,71,73,48,2,,
Gujarat,Hotel Management and Catering,UG,2013-14,120,57,91,36,2,,
Gujarat,Hotel Management and Catering,UG,2014-15,120,115,80,36,2,,
Gujarat,Hotel Management and Catering,UG,2015-16,180,75,60,59,3,,
Gujarat,Hotel Management and Catering,UG,2016-17,180,81,51,51,3,,
Gujarat,Hotel Management and Catering,UG,2017-18,420,136,76,67,5,,
Gujarat,Hotel Management and Catering,UG,2018-19,360,101,85,81,4,,
Gujarat,Hotel Management and Catering,UG,2019-20,360,189,29,43,4,,
Gujarat,Hotel Management and Catering,UG,2020-21,360,239,46,77,4,,
Gujarat,Hotel Management and Catering,UG,2021-22,420,145,123,87,5,22,123
Gujarat,Hotel Management and Catering,UG,2022-23,420,50,0,31,5,,
Haryana,Engineering and Technology,UG,2012-13,65570,29136,19348,9178,158,,
Haryana,Engineering and Technology,UG,2013-14,69004,25968,21179,9520,159,,
Haryana,Engineering and Technology,UG,2014-15,69520,23885,19685,9358,157,,
Haryana,Engineering and Technology,UG,2015-16,66400,17625,18783,8899,152,,
Haryana,Engineering and Technology,UG,2016-17,58551,16511,18084,10156,144,,
Haryana,Engineering and Technology,UG,2017-18,49671,16299,16166,8670,137,,
Haryana,Engineering and Technology,UG,2018-19,41873,13631,12841,8139,130,,
Haryana,Engineering and Technology,UG,2019-20,33873,13951,9536,7973,115,,
Haryana,Engineering and Technology,UG,2020-21,31068,12923,1390,7232,109,,
Haryana,Engineering and Technology,UG,2021-22,29190,13201,7393,5987,104,2102,8834
Haryana,Engineering and Technology,UG,2022-23,28516,371,0,531,102,,
Haryana,Engineering and Technology,PG,2012-13,6434,4403,2274,816,111,,
Haryana,Engineering and Technology,PG,2013-14,9776,4914,3119,1098,125,,
Haryana,Engineering and Technology,PG,2014-15,10204,4909,3654,1313,126,,
Haryana,Engineering and Technology,PG,2015-16,10184,3929,3927,1297,126,,
Haryana,Engineering and Technology,PG,2016-17,9350,3623,3518,1785,116,,
Haryana,Engineering and Technology,PG,2017-18,8660,3318,2712,1487,110,,
Haryana,Engineering and Technology,PG,2018-19,7873,2892,2483,1405,104,,
Haryana,Engineering and Technology,PG,2019-20,6786,2442,1617,1293,96,,
Haryana,Engineering and Technology,PG,2020-21,5882,2305,180,1181,86,,
Haryana,Engineering and Technology,PG,2021-22,5392,1675,1009,805,82,340,1332
Haryana,Engineering and Technology,PG,2022-23,5072,87,0,95,78,,
Haryana,Engineering and Technology,DIPLOMA,2012-13,71358,32794,13812,6042,204,,
Haryana,Engineering and Technology,DIPLOMA,2013-14,73698,32275,14263,5954,210,,
Haryana,Engineering and Technology,DIPLOMA,2014-15,77078,33839,13605,6124,214,,
Haryana,Engineering and Technology,DIPLOMA,2015-16,67933,26779,12626,5439,202,,
Haryana,Engineering and Technology,DIPLOMA,2016-17,59173,20333,11522,6412,179,,
Haryana,Engineering and Technology,DIPLOMA,2017-18,54503,21668,10947,5672,167,,
Haryana,Engineering and Technology,DIPLOMA,2018-19,44821,19763,9824,6057,149,,
Haryana,Engineering and Technology,DIPLOMA,2019-20,37845,18437,7705,5534,136,,
Haryana,Engineering and Technology,DIPLOMA,2020-21,34336,17315,1411,5405,127,,
Haryana,Engineering and Technology,DIPLOMA,2021-22,32233,17765,7571,4741,122,2504,13019
Haryana,Engineering and Technology,DIPLOMA,2022-23,31726,926,0,976,121,,
Haryana,Management,PG,2012-13,17006,5592,5090,2696,173,,
Haryana,Management,PG,2013-14,16611,5405,4540,2615,167,,
Haryana,Management,PG,2014-15,15954,6585,4429,2710,152,,
Haryana,Management,PG,2015-16,15554,5979,4374,2627,147,,
Haryana,Management,PG,2016-17,14425,5468,4358,2692,139,,
Haryana,Management,PG,2017-18,12016,5656,3881,2473,122,,
Haryana,Management,PG,2018-19,10259,5691,3868,2635,112,,
Haryana,Management,PG,2019-20,9500,5383,3005,2928,106,,
Haryana,Management,PG,2020-21,9164,5398,746,2651,106,,
Haryana,Management,PG,2021-22,9231,5435,3122,2917,105,2048,3115
Haryana,Management,PG,2022-23,11041,274,0,511,109,,
Haryana,MCA,PG,2012-13,3468,1547,1141,516,52,,
Haryana,MCA,PG,2013-14,3558,973,1257,597,50,,
Haryana,MCA,PG,2014-15,3258,856,1337,568,45,,
Haryana,MCA,PG,2015-16,3198,835,1174,639,45,,
Haryana,MCA,PG,2016-17,2964,706,1076,565,43,,
Haryana,MCA,PG,2017-18,2670,674,732,417,42,,
Haryana,MCA,PG,2018-19,2073,838,740,477,39,,
Haryana,MCA,PG,2019-20,1782,927,646,428,37,,
Haryana,MCA,PG,2020-21,1779,1043,72,355,33,,
Haryana,MCA,PG,2021-22,1869,1051,383,468,33,485,566
Haryana,MCA,PG,2022-23,1929,8,0,27,32,,
Haryana,Pharmacy,UG,2012-13,2124,1575,728,275,33,,
Haryana,Pharmacy,UG,2013-14,2184,1707,751,283,32,,
Haryana,Pharmacy,UG,2014-15,2304,1865,813,333,31,,
Haryana,Pharmacy,UG,2015-16,2400,1791,927,376,32,,
Haryana,Pharmacy,UG,2016-17,2655,2005,1048,471,36,,
Haryana,Pharmacy,UG,2017-18,3385,2174,1335,612,44,,
Haryana,Pharmacy,UG,2018-19,4255,2539,808,540,53,,
Haryana,Pharmacy,UG,2019-20,4674,1728,659,361,59,,
Haryana,Pharmacy,UG,2020-21,1720,1255,48,284,24,,
Haryana,Pharmacy,UG,2021-22,1200,1017,342,150,18,216,744
Haryana,Pharmacy,UG,2022-23,1120,198,0,32,16,,
Haryana,Architecture,UG,2012-13,,,,,0,,
Haryana,Architecture,UG,2013-14,,,,,0,,
Haryana,Architecture,UG,2014-15,,,,,0,,
Haryana,Architecture,UG,2015-16,520,162,140,12,6,,
Haryana,Architecture,UG,2016-17,540,235,153,75,7,,
Haryana,Architecture,UG,2017-18,500,150,110,14,6,,
Haryana,Architecture,UG,2018-19,520,158,89,21,7,,
Haryana,Architecture,UG,2019-20,,,,,0,,
Haryana,Architecture,UG,2020-21,,,,,0,,
Haryana,Architecture,UG,2021-22,,,,,0,,
Haryana,Architecture,UG,2022-23,,,,,0,,
Haryana,Hotel Management and Catering,UG,2012-13,300,106,53,41,5,,
Haryana,Hotel Management and Catering,UG,2013-14,300,168,40,34,5,,
Haryana,Hotel Management and Catering,UG,2014-15,240,203,55,47,4,,
Haryana,Hotel Management and Catering,UG,2015-16,240,171,70,54,4,,
Haryana,Hotel Management and Catering,UG,2016-17,240,209,95,58,4,,
Haryana,Hotel Management and Catering,UG,2017-18,240,212,104,75,4,,
Haryana,Hotel Management and Catering,UG,2018-19,240,215,114,82,4,,
Haryana,Hotel Management and Catering,UG,2019-20,360,251,164,151,6,,
Haryana,Hotel Management and Catering,UG,2020-21,360,196,97,131,6,,
Haryana,Hotel Management and Catering,UG,2021-22,360,73,189,133,6,12,61
Haryana,Hotel Management and Catering,UG,2022-23,330,0,0,0,6,,
Himachal Pradesh,Engineering and Technology,UG,2012-13,8190,3253,1359,667,21,,
Himachal Pradesh,Engineering and Technology,UG,2013-14,10440,3386,2384,925,24,,
Himachal Pradesh,Engineering and Technology,UG,2014-15,9780,2617,2422,746,21,,
Himachal Pradesh,Engineering and Technology,UG,2015-16,9420,1973,2205,816,22,,
Himachal Pradesh,Engineering and Technology,UG,2016-17,7830,1962,1738,752,20,,
Himachal Pradesh,Engineering and Technology,UG,2017-18,6810,1923,1879,1047,18,,
Himachal Pradesh,Engineering and Technology,UG,2018-19,5193,1466,1854,824,17,,
Himachal Pradesh,Engineering and Technology,UG,2019-20,4028,1525,926,564,16,,
Himachal Pradesh,Engineering and Technology,UG,2020-21,3000,1017,75,461,14,,
Himachal Pradesh,Engineering and Technology,UG,2021-22,3270,1142,699,730,15,207,773
Himachal Pradesh,Engineering and Technology,UG,2022-23,3000,695,0,193,15,,
Himachal Pradesh,Engineering and Technology,PG,2012-13,228,56,0,0,6,,
Himachal Pradesh,Engineering and Technology,PG,2013-14,552,148,12,12,10,,
Himachal Pradesh,Engineering and Technology,PG,2014-15,876,110,42,6,13,,
Himachal Pradesh,Engineering and Technology,PG,2015-16,876,95,40,11,13,,
Himachal Pradesh,Engineering and Technology,PG,2016-17,666,35,53,33,11,,
Himachal Pradesh,Engineering and Technology,PG,2017-18,540,45,52,34,10,,
Himachal Pradesh,Engineering and Technology,PG,2018-19,294,45,23,23,7,,
