programme,social_category,gender,out_turn
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,Muslim,Total,10
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,Other Minority Communities,Male,4
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,Other Minority Communities,Female,16
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,Other Minority Communities,Total,20
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,EWS,Male,0
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,EWS,Female,1
M.Sc.(Medical Bio-Chemistry)-Master of Science in Medical Bio-Chemistry,EWS,Total,1
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,All Categories,Male,92
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,All Categories,Female,136
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,All Categories,Total,228
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Scheduled Caste,Male,6
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Scheduled Caste,Female,6
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Scheduled Caste,Total,12
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Scheduled Tribe,Male,2
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Scheduled Tribe,Female,3
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Scheduled Tribe,Total,5
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Other Backward Classes,Male,38
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Other Backward Classes,Female,54
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Other Backward Classes,Total,92
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Persons with Disability,Male,0
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Persons with Disability,Female,0
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Persons with Disability,Total,0
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Muslim,Male,6
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Muslim,Female,12
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Muslim,Total,18
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Other Minority Communities,Male,1
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Other Minority Communities,Female,12
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,Other Minority Communities,Total,13
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,EWS,Male,0
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,EWS,Female,10
M.Sc.(Medical Microbiology)-Master of Science in Medical Microbiology,EWS,Total,10
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,All Categories,Male,10
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,All Categories,Female,15
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,All Categories,Total,25
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Scheduled Caste,Male,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Scheduled Caste,Female,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Scheduled Caste,Total,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Scheduled Tribe,Male,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Scheduled Tribe,Female,1
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Scheduled Tribe,Total,1
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Other Backward Classes,Male,1
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Other Backward Classes,Female,2
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Other Backward Classes,Total,3
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Persons with Disability,Male,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Persons with Disability,Female,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Persons with Disability,Total,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Muslim,Male,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Muslim,Female,1
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Muslim,Total,1
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Other Minority Communities,Male,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Other Minority Communities,Female,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,Other Minority Communities,Total,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,EWS,Male,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,EWS,Female,0
M.Sc.(Medical Pharmacology)-Master of Science in Medical Pharmacology,EWS,Total,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,All Categories,Male,11
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,All Categories,Female,52
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,All Categories,Total,63
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Scheduled Caste,Male,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Scheduled Caste,Female,1
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Scheduled Caste,Total,1
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Scheduled Tribe,Male,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Scheduled Tribe,Female,1
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Scheduled Tribe,Total,1
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Other Backward Classes,Male,4
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Other Backward Classes,Female,23
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Other Backward Classes,Total,27
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Persons with Disability,Male,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Persons with Disability,Female,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Persons with Disability,Total,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Muslim,Male,1
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Muslim,Female,3
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Muslim,Total,4
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Other Minority Communities,Male,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Other Minority Communities,Female,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,Other Minority Communities,Total,0
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,EWS,Male,1
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,EWS,Female,4
M.Sc.(Medical Physiology)-Master of Science in Medical Physiology,EWS,Total,5
M.Sc.M.Ed.-Master of Science and Master of Education,All Categories,Male,9
M.Sc.M.Ed.-Master of Science and Master of Education,All Categories,Female,5
M.Sc.M.Ed.-Master of Science and Master of Education,All Categories,Total,14
M.Sc.M.Ed.-Master of Science and Master of Education,Scheduled Caste,Male,1
M.Sc.M.Ed.-Master of Science and Master of Education,Scheduled Caste,Female,0
M.Sc.M.Ed.-Master of Science and Master of Education,Scheduled Caste,Total,1
M.Sc.M.Ed.-Master of Science and Master of Education,Scheduled Tribe,Male,1
M.Sc.M.Ed.-Master of Science and Master of Education,Scheduled Tribe,Female,1
M.Sc.M.Ed.-Master of Science and Master of Education,Scheduled Tribe,Total,2
M.Sc.M.Ed.-Master of Science and Master of Education,Other Backward Classes,Male,4
M.Sc.M.Ed.-Master of Science and Master of Education,Other Backward Classes,Female,3
M.Sc.M.Ed.-Master of Science and Master of Education,Other Backward Classes,Total,7
M.Sc.M.Ed.-Master of Science and Master of Education,Persons with Disability,Male,0
M.Sc.M.Ed.-Master of Science and Master of Education,Persons with Disability,Female,0
M.Sc.M.Ed.-Master of Science and Master of Education,Persons with Disability,Total,0
M.Sc.M.Ed.-Master of Science and Master of Education,Muslim,Male,0
M.Sc.M.Ed.-Master of Science and Master of Education,Muslim,Female,0
M.Sc.M.Ed.-Master of Science and Master of Education,Muslim,Total,0
M.Sc.M.Ed.-Master of Science and Master of Education,Other Minority Communities,Male,0
M.Sc.M.Ed.-Master of Science and Master of Education,Other Minority Communities,Female,0
M.Sc.M.Ed.-Master of Science and Master of Education,Other Minority Communities,Total,0
M.Sc.M.Ed.-Master of Science and Master of Education,EWS,Male,0
M.Sc.M.Ed.-Master of Science and Master of Education,EWS,Female,0
M.Sc.M.Ed.-Master of Science and Master of Education,EWS,Total,0
M.Sc.-Master of Science,All Categories,Male,134614
M.Sc.-Master of Science,All Categories,Female,221832
M.Sc.-Master of Science,All Categories,Total,356446
M.Sc.-Master of Science,Scheduled Caste,Male,16019
M.Sc.-Master of Science,Scheduled Caste,Female,23128
M.Sc.-Master of Science,Scheduled Caste,Total,39147
M.Sc.-Master of Science,Scheduled Tribe,Male,7566
M.Sc.-Master of Science,Scheduled Tribe,Female,11226
M.Sc.-Master of Science,Scheduled Tribe,Total,18792
M.Sc.-Master of Science,Other Backward Classes,Male,48583
M.Sc.-Master of Science,Other Backward Classes,Female,87639
M.Sc.-Master of Science,Other Backward Classes,Total,136222
M.Sc.-Master of Science,Persons with Disability,Male,114
M.Sc.-Master of Science,Persons with Disability,Female,121
M.Sc.-Master of Science,Persons with Disability,Total,235
M.Sc.-Master of Science,Muslim,Male,3340
M.Sc.-Master of Science,Muslim,Female,5790
M.Sc.-Master of Science,Muslim,Total,9130
M.Sc.-Master of Science,Other Minority Communities,Male,2411
M.Sc.-Master of Science,Other Minority Communities,Female,6474
M.Sc.-Master of Science,Other Minority Communities,Total,8885
M.Sc.-Master of Science,EWS,Male,2043
M.Sc.-Master of Science,EWS,Female,3044
M.Sc.-Master of Science,EWS,Total,5087
M.Stat. -Master of Statistics,All Categories,Male,199
M.Stat. -Master of Statistics,All Categories,Female,325
M.Stat. -Master of Statistics,All Categories,Total,524
M.Stat. -Master of Statistics,Scheduled Caste,Male,12
M.Stat. -Master of Statistics,Scheduled Caste,Female,39
M.Stat. -Master of Statistics,Scheduled Caste,Total,51
M.Stat. -Master of Statistics,Scheduled Tribe,Male,6
M.Stat. -Master of Statistics,Scheduled Tribe,Female,12
M.Stat. -Master of Statistics,Scheduled Tribe,Total,18
M.Stat. -Master of Statistics,Other Backward Classes,Male,47
M.Stat. -Master of Statistics,Other Backward Classes,Female,94
M.Stat. -Master of Statistics,Other Backward Classes,Total,141
M.Stat. -Master of Statistics,Persons with Disability,Male,0
M.Stat. -Master of Statistics,Persons with Disability,Female,0
M.Stat. -Master of Statistics,Persons with Disability,Total,0
M.Stat. -Master of Statistics,Muslim,Male,4
M.Stat. -Master of Statistics,Muslim,Female,5
M.Stat. -Master of Statistics,Muslim,Total,9
M.Stat. -Master of Statistics,Other Minority Communities,Male,8
M.Stat. -Master of Statistics,Other Minority Communities,Female,20
M.Stat. -Master of Statistics,Other Minority Communities,Total,28
M.Stat. -Master of Statistics,EWS,Male,0
M.Stat. -Master of Statistics,EWS,Female,0
M.Stat. -Master of Statistics,EWS,Total,0
M.Tech. -Master of Technology,All Categories,Male,32156
M.Tech. -Master of Technology,All Categories,Female,16334
M.Tech. -Master of Technology,All Categories,Total,48490
M.Tech. -Master of Technology,Scheduled Caste,Male,3111
M.Tech. -Master of Technology,Scheduled Caste,Female,1610
M.Tech. -Master of Technology,Scheduled Caste,Total,4721
M.Tech. -Master of Technology,Scheduled Tribe,Male,912
M.Tech. -Master of Technology,Scheduled Tribe,Female,461
M.Tech. -Master of Technology,Scheduled Tribe,Total,1373
M.Tech. -Master of Technology,Other Backward Classes,Male,8531
M.Tech. -Master of Technology,Other Backward Classes,Female,4634
M.Tech. -Master of Technology,Other Backward Classes,Total,13165
M.Tech. -Master of Technology,Persons with Disability,Male,43
M.Tech. -Master of Technology,Persons with Disability,Female,12
M.Tech. -Master of Technology,Persons with Disability,Total,55
M.Tech. -Master of Technology,Muslim,Male,1073
M.Tech. -Master of Technology,Muslim,Female,541
M.Tech. -Master of Technology,Muslim,Total,1614
M.Tech. -Master of Technology,Other Minority Communities,Male,582
M.Tech. -Master of Technology,Other Minority Communities,Female,480
M.Tech. -Master of Technology,Other Minority Communities,Total,1062
M.Tech. -Master of Technology,EWS,Male,744
M.Tech. -Master of Technology,EWS,Female,187
M.Tech. -Master of Technology,EWS,Total,931
M.U.P.-Master of Urban Planning,All Categories,Male,23
M.U.P.-Master of Urban Planning,All Categories,Female,16
M.U.P.-Master of Urban Planning,All Categories,Total,39
M.U.P.-Master of Urban Planning,Scheduled Caste,Male,0
M.U.P.-Master of Urban Planning,Scheduled Caste,Female,1
M.U.P.-Master of Urban Planning,Scheduled Caste,Total,1
M.U.P.-Master of Urban Planning,Scheduled Tribe,Male,0
M.U.P.-Master of Urban Planning,Scheduled Tribe,Female,1
M.U.P.-Master of Urban Planning,Scheduled Tribe,Total,1
M.U.P.-Master of Urban Planning,Other Backward Classes,Male,2
M.U.P.-Master of Urban Planning,Other Backward Classes,Female,1
M.U.P.-Master of Urban Planning,Other Backward Classes,Total,3
M.U.P.-Master of Urban Planning,Persons with Disability,Male,0
M.U.P.-Master of Urban Planning,Persons with Disability,Female,0
M.U.P.-Master of Urban Planning,Persons with Disability,Total,0
M.U.P.-Master of Urban Planning,Muslim,Male,0
M.U.P.-Master of Urban Planning,Muslim,Female,1
M.U.P.-Master of Urban Planning,Muslim,Total,1
M.U.P.-Master of Urban Planning,Other Minority Communities,Male,0
M.U.P.-Master of Urban Planning,Other Minority Communities,Female,1
M.U.P.-Master of Urban Planning,Other Minority Communities,Total,1
M.U.P.-Master of Urban Planning,EWS,Male,0
M.U.P.-Master of Urban Planning,EWS,Female,0
M.U.P.-Master of Urban Planning,EWS,Total,0
M.V.A.-Master of Visual Arts,All Categories,Male,4
M.V.A.-Master of Visual Arts,All Categories,Female,5
M.V.A.-Master of Visual Arts,All Categories,Total,9
M.V.A.-Master of Visual Arts,Scheduled Caste,Male,0
M.V.A.-Master of Visual Arts,Scheduled Caste,Female,1
M.V.A.-Master of Visual Arts,Scheduled Caste,Total,1
M.V.A.-Master of Visual Arts,Scheduled Tribe,Male,0
M.V.A.-Master of Visual Arts,Scheduled Tribe,Female,0
M.V.A.-Master of Visual Arts,Scheduled Tribe,Total,0
M.V.A.-Master of Visual Arts,Other Backward Classes,Male,2
M.V.A.-Master of Visual Arts,Other Backward Classes,Female,0
M.V.A.-Master of Visual Arts,Other Backward Classes,Total,2
M.V.A.-Master of Visual Arts,Persons with Disability,Male,0
M.V.A.-Master of Visual Arts,Persons with Disability,Female,0
M.V.A.-Master of Visual Arts,Persons with Disability,Total,0
M.V.A.-Master of Visual Arts,Muslim,Male,0
M.V.A.-Master of Visual Arts,Muslim,Female,0
M.V.A.-Master of Visual Arts,Muslim,Total,0
M.V.A.-Master of Visual Arts,Other Minority Communities,Male,0
M.V.A.-Master of Visual Arts,Other Minority Communities,Female,0
M.V.A.-Master of Visual Arts,Other Minority Communities,Total,0
M.V.A.-Master of Visual Arts,EWS,Male,0
M.V.A.-Master of Visual Arts,EWS,Female,0
M.V.A.-Master of Visual Arts,EWS,Total,0
M.V.Sc. -Master of Veterinary Sciences,All Categories,Male,924
M.V.Sc. -Master of Veterinary Sciences,All Categories,Female,736
M.V.Sc. -Master of Veterinary Sciences,All Categories,Total,1660
M.V.Sc. -Master of Veterinary Sciences,Scheduled Caste,Male,104
M.V.Sc. -Master of Veterinary Sciences,Scheduled Caste,Female,71
M.V.Sc. -Master of Veterinary Sciences,Scheduled Caste,Total,175
M.V.Sc. -Master of Veterinary Sciences,Scheduled Tribe,Male,65
M.V.Sc. -Master of Veterinary Sciences,Scheduled Tribe,Female,48
M.V.Sc. -Master of Veterinary Sciences,Scheduled Tribe,Total,113
M.V.Sc. -Master of Veterinary Sciences,Other Backward Classes,Male,257
M.V.Sc. -Master of Veterinary Sciences,Other Backward Classes,Female,183
M.V.Sc. -Master of Veterinary Sciences,Other Backward Classes,Total,440
M.V.Sc. -Master of Veterinary Sciences,Persons with Disability,Male,3
M.V.Sc. -Master of Veterinary Sciences,Persons with Disability,Female,0
M.V.Sc. -Master of Veterinary Sciences,Persons with Disability,Total,3
M.V.Sc. -Master of Veterinary Sciences,Muslim,Male,38
M.V.Sc. -Master of Veterinary Sciences,Muslim,Female,20
M.V.Sc. -Master of Veterinary Sciences,Muslim,Total,58
M.V.Sc. -Master of Veterinary Sciences,Other Minority Communities,Male,42
M.V.Sc. -Master of Veterinary Sciences,Other Minority Communities,Female,31
M.V.Sc. -Master of Veterinary Sciences,Other Minority Communities,Total,73
M.V.Sc. -Master of Veterinary Sciences,EWS,Male,9
M.V.Sc. -Master of Veterinary Sciences,EWS,Female,7
M.V.Sc. -Master of Veterinary Sciences,EWS,Total,16
Management Financial Services,All Categories,Male,64
Management Financial Services,All Categories,Female,39
Management Financial Services,All Categories,Total,103
Management Financial Services,Scheduled Caste,Male,8
Management Financial Services,Scheduled Caste,Female,3
Management Financial Services,Scheduled Caste,Total,11
Management Financial Services,Scheduled Tribe,Male,0
Management Financial Services,Scheduled Tribe,Female,0
Management Financial Services,Scheduled Tribe,Total,0
Management Financial Services,Other Backward Classes,Male,34
Management Financial Services,Other Backward Classes,Female,19
Management Financial Services,Other Backward Classes,Total,53
Management Financial Services,Persons with Disability,Male,0
Management Financial Services,Persons with Disability,Female,0
Management Financial Services,Persons with Disability,Total,0
Management Financial Services,Muslim,Male,0
Management Financial Services,Muslim,Female,0
Management Financial Services,Muslim,Total,0
Management Financial Services,Other Minority Communities,Male,1
Management Financial Services,Other Minority Communities,Female,8
Management Financial Services,Other Minority Communities,Total,9
Management Financial Services,EWS,Male,0
Management Financial Services,EWS,Female,0
Management Financial Services,EWS,Total,0
Management HRM,All Categories,Male,193
Management HRM,All Categories,Female,171
Management HRM,All Categories,Total,364
Management HRM,Scheduled Caste,Male,23
Management HRM,Scheduled Caste,Female,12
Management HRM,Scheduled Caste,Total,35
Management HRM,Scheduled Tribe,Male,15
Management HRM,Scheduled Tribe,Female,8
Management HRM,Scheduled Tribe,Total,23
Management HRM,Other Backward Classes,Male,48
Management HRM,Other Backward Classes,Female,39
Management HRM,Other Backward Classes,Total,87
Management HRM,Persons with Disability,Male,0
Management HRM,Persons with Disability,Female,0
Management HRM,Persons with Disability,Total,0
Management HRM,Muslim,Male,3
Management HRM,Muslim,Female,4
Management HRM,Muslim,Total,7
Management HRM,Other Minority Communities,Male,7
Management HRM,Other Minority Communities,Female,13
Management HRM,Other Minority Communities,Total,20
Management HRM,EWS,Male,6
Management HRM,EWS,Female,7
Management HRM,EWS,Total,13
Master of Travel & Tourism Management (MTTM),All Categories,Male,860
Master of Travel & Tourism Management (MTTM),All Categories,Female,521
Master of Travel & Tourism Management (MTTM),All Categories,Total,1381
Master of Travel & Tourism Management (MTTM),Scheduled Caste,Male,60
Master of Travel & Tourism Management (MTTM),Scheduled Caste,Female,32
Master of Travel & Tourism Management (MTTM),Scheduled Caste,Total,92
Master of Travel & Tourism Management (MTTM),Scheduled Tribe,Male,49
Master of Travel & Tourism Management (MTTM),Scheduled Tribe,Female,44
Master of Travel & Tourism Management (MTTM),Scheduled Tribe,Total,93
Master of Travel & Tourism Management (MTTM),Other Backward Classes,Male,85
Master of Travel & Tourism Management (MTTM),Other Backward Classes,Female,62
Master of Travel & Tourism Management (MTTM),Other Backward Classes,Total,147
Master of Travel & Tourism Management (MTTM),Persons with Disability,Male,1
Master of Travel & Tourism Management (MTTM),Persons with Disability,Female,0
Master of Travel & Tourism Management (MTTM),Persons with Disability,Total,1
Master of Travel & Tourism Management (MTTM),Muslim,Male,32
Master of Travel & Tourism Management (MTTM),Muslim,Female,14
Master of Travel & Tourism Management (MTTM),Muslim,Total,46
Master of Travel & Tourism Management (MTTM),Other Minority Communities,Male,12
Master of Travel & Tourism Management (MTTM),Other Minority Communities,Female,18
Master of Travel & Tourism Management (MTTM),Other Minority Communities,Total,30
Master of Travel & Tourism Management (MTTM),EWS,Male,7
Master of Travel & Tourism Management (MTTM),EWS,Female,7
Master of Travel & Tourism Management (MTTM),EWS,Total,14
Master of Vocational (M Voc),All Categories,Male,306
Master of Vocational (M Voc),All Categories,Female,272
Master of Vocational (M Voc),All Categories,Total,578
Master of Vocational (M Voc),Scheduled Caste,Male,17
Master of Vocational (M Voc),Scheduled Caste,Female,28
Master of Vocational (M Voc),Scheduled Caste,Total,45
Master of Vocational (M Voc),Scheduled Tribe,Male,6
Master of Vocational (M Voc),Scheduled Tribe,Female,2
Master of Vocational (M Voc),Scheduled Tribe,Total,8
Master of Vocational (M Voc),Other Backward Classes,Male,121
Master of Vocational (M Voc),Other Backward Classes,Female,79
Master of Vocational (M Voc),Other Backward Classes,Total,200
Master of Vocational (M Voc),Persons with Disability,Male,0
Master of Vocational (M Voc),Persons with Disability,Female,0
Master of Vocational (M Voc),Persons with Disability,Total,0
Master of Vocational (M Voc),Muslim,Male,55
Master of Vocational (M Voc),Muslim,Female,18
Master of Vocational (M Voc),Muslim,Total,73
Master of Vocational (M Voc),Other Minority Communities,Male,2
Master of Vocational (M Voc),Other Minority Communities,Female,5
Master of Vocational (M Voc),Other Minority Communities,Total,7
Master of Vocational (M Voc),EWS,Male,5
Master of Vocational (M Voc),EWS,Female,5
Master of Vocational (M Voc),EWS,Total,10
MBA in Travel and Tourism Management,All Categories,Male,76
MBA in Travel and Tourism Management,All Categories,Female,62
MBA in Travel and Tourism Management,All Categories,Total,138
MBA in Travel and Tourism Management,Scheduled Caste,Male,7
MBA in Travel and Tourism Management,Scheduled Caste,Female,1
MBA in Travel and Tourism Management,Scheduled Caste,Total,8
MBA in Travel and Tourism Management,Scheduled Tribe,Male,0
MBA in Travel and Tourism Management,Scheduled Tribe,Female,0
MBA in Travel and Tourism Management,Scheduled Tribe,Total,0
MBA in Travel and Tourism Management,Other Backward Classes,Male,20
MBA in Travel and Tourism Management,Other Backward Classes,Female,9
MBA in Travel and Tourism Management,Other Backward Classes,Total,29
MBA in Travel and Tourism Management,Persons with Disability,Male,0
MBA in Travel and Tourism Management,Persons with Disability,Female,0
MBA in Travel and Tourism Management,Persons with Disability,Total,0
MBA in Travel and Tourism Management,Muslim,Male,1
MBA in Travel and Tourism Management,Muslim,Female,1
MBA in Travel and Tourism Management,Muslim,Total,2
MBA in Travel and Tourism Management,Other Minority Communities,Male,1
MBA in Travel and Tourism Management,Other Minority Communities,Female,1
MBA in Travel and Tourism Management,Other Minority Communities,Total,2
MBA in Travel and Tourism Management,EWS,Male,1
MBA in Travel and Tourism Management,EWS,Female,2
MBA in Travel and Tourism Management,EWS,Total,3
Medical Laboratory Technician,All Categories,Male,221
Medical Laboratory Technician,All Categories,Female,194
Medical Laboratory Technician,All Categories,Total,415
Medical Laboratory Technician,Scheduled Caste,Male,41
Medical Laboratory Technician,Scheduled Caste,Female,26
Medical Laboratory Technician,Scheduled Caste,Total,67
Medical Laboratory Technician,Scheduled Tribe,Male,30
Medical Laboratory Technician,Scheduled Tribe,Female,35
Medical Laboratory Technician,Scheduled Tribe,Total,65
Medical Laboratory Technician,Other Backward Classes,Male,58
Medical Laboratory Technician,Other Backward Classes,Female,56
Medical Laboratory Technician,Other Backward Classes,Total,114
Medical Laboratory Technician,Persons with Disability,Male,0
Medical Laboratory Technician,Persons with Disability,Female,0
Medical Laboratory Technician,Persons with Disability,Total,0
Medical Laboratory Technician,Muslim,Male,0
Medical Laboratory Technician,Muslim,Female,0
Medical Laboratory Technician,Muslim,Total,0
Medical Laboratory Technician,Other Minority Communities,Male,0
Medical Laboratory Technician,Other Minority Communities,Female,0
Medical Laboratory Technician,Other Minority Communities,Total,0
Medical Laboratory Technician,EWS,Male,17
Medical Laboratory Technician,EWS,Female,12
Medical Laboratory Technician,EWS,Total,29
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,All Categories,Male,20
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,All Categories,Female,20
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,All Categories,Total,40
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Scheduled Caste,Male,1
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Scheduled Caste,Female,1
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Scheduled Caste,Total,2
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Scheduled Tribe,Male,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Scheduled Tribe,Female,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Scheduled Tribe,Total,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Other Backward Classes,Male,2
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Other Backward Classes,Female,1
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Other Backward Classes,Total,3
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Persons with Disability,Male,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Persons with Disability,Female,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Persons with Disability,Total,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Muslim,Male,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Muslim,Female,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Muslim,Total,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Other Minority Communities,Male,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Other Minority Communities,Female,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,Other Minority Communities,Total,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,EWS,Male,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,EWS,Female,0
MSc. -Master of Science and Ph.D.-Doctor of Philosophy,EWS,Total,0
P.G.D.M.-Post-Graduate Diploma in Management,All Categories,Male,5281
P.G.D.M.-Post-Graduate Diploma in Management,All Categories,Female,3497
P.G.D.M.-Post-Graduate Diploma in Management,All Categories,Total,8778
P.G.D.M.-Post-Graduate Diploma in Management,Scheduled Caste,Male,231
P.G.D.M.-Post-Graduate Diploma in Management,Scheduled Caste,Female,140
P.G.D.M.-Post-Graduate Diploma in Management,Scheduled Caste,Total,371
P.G.D.M.-Post-Graduate Diploma in Management,Scheduled Tribe,Male,94
P.G.D.M.-Post-Graduate Diploma in Management,Scheduled Tribe,Female,81
P.G.D.M.-Post-Graduate Diploma in Management,Scheduled Tribe,Total,175
P.G.D.M.-Post-Graduate Diploma in Management,Other Backward Classes,Male,1115
P.G.D.M.-Post-Graduate Diploma in Management,Other Backward Classes,Female,634
P.G.D.M.-Post-Graduate Diploma in Management,Other Backward Classes,Total,1749
P.G.D.M.-Post-Graduate Diploma in Management,Persons with Disability,Male,0
P.G.D.M.-Post-Graduate Diploma in Management,Persons with Disability,Female,0
P.G.D.M.-Post-Graduate Diploma in Management,Persons with Disability,Total,0
P.G.D.M.-Post-Graduate Diploma in Management,Muslim,Male,113
P.G.D.M.-Post-Graduate Diploma in Management,Muslim,Female,65
P.G.D.M.-Post-Graduate Diploma in Management,Muslim,Total,178
P.G.D.M.-Post-Graduate Diploma in Management,Other Minority Communities,Male,379
P.G.D.M.-Post-Graduate Diploma in Management,Other Minority Communities,Female,274
P.G.D.M.-Post-Graduate Diploma in Management,Other Minority Communities,Total,653
P.G.D.M.-Post-Graduate Diploma in Management,EWS,Male,7
